2025-03-04 10:31:57.3486 | INFO | HelloGreetingApplication.Program | Starting the application... 
2025-03-04 10:46:21.5786 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint '405 HTTP Method Not Supported' 
2025-03-04 10:46:21.5786 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/1.1 DELETE https://localhost:7161/HelloGreeting application/json 46 - 405 0 - 0.9502ms 
2025-03-04 10:46:32.4106 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/1.1 DELETE https://localhost:7161/HelloGreeting application/json 24 
2025-03-04 10:46:32.4176 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint '405 HTTP Method Not Supported' 
2025-03-04 10:46:32.4176 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint '405 HTTP Method Not Supported' 
2025-03-04 10:46:32.4176 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/1.1 DELETE https://localhost:7161/HelloGreeting application/json 24 - 405 0 - 8.0757ms 
2025-03-04 10:47:02.9530 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/1.1 DELETE https://localhost:7161/HelloGreeting/Bakubgo - - 
2025-03-04 10:47:02.9530 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Delete (HelloGreetingApplication)' 
2025-03-04 10:47:02.9660 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "Delete", controller = "HelloGreeting"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Delete(System.String) on controller HelloGreetingApplication.Controllers.HelloGreetingController (HelloGreetingApplication). 
2025-03-04 10:47:02.9660 | WARN | HelloGreetingApplication.Controllers.HelloGreetingController | DELETE request failed: Key Bakubgo not found 
2025-03-04 10:47:02.9660 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing NotFoundObjectResult, writing value of type 'ModelLayer.Model.ResponseModel`1[[System.String, System.Private.CoreLib, Version=6.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'. 
2025-03-04 10:47:02.9660 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action HelloGreetingApplication.Controllers.HelloGreetingController.Delete (HelloGreetingApplication) in 2.9165ms 
2025-03-04 10:47:02.9660 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Delete (HelloGreetingApplication)' 
2025-03-04 10:47:02.9660 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/1.1 DELETE https://localhost:7161/HelloGreeting/Bakubgo - - - 404 - application/json;+charset=utf-8 16.8713ms 
2025-03-04 10:47:06.7805 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/1.1 DELETE https://localhost:7161/HelloGreeting/Bakugo - - 
2025-03-04 10:47:06.7805 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Delete (HelloGreetingApplication)' 
2025-03-04 10:47:06.7805 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "Delete", controller = "HelloGreeting"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Delete(System.String) on controller HelloGreetingApplication.Controllers.HelloGreetingController (HelloGreetingApplication). 
2025-03-04 10:47:06.7805 | INFO | HelloGreetingApplication.Controllers.HelloGreetingController | DELETE request removing key Bakugo 
2025-03-04 10:47:06.7805 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing OkObjectResult, writing value of type 'ModelLayer.Model.ResponseModel`1[[System.String, System.Private.CoreLib, Version=6.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'. 
2025-03-04 10:47:06.7805 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action HelloGreetingApplication.Controllers.HelloGreetingController.Delete (HelloGreetingApplication) in 2.933ms 
2025-03-04 10:47:06.7805 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'HelloGreetingApplication.Controllers.HelloGreetingController.Delete (HelloGreetingApplication)' 
2025-03-04 10:47:06.7805 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/1.1 DELETE https://localhost:7161/HelloGreeting/Bakugo - - - 200 - application/json;+charset=utf-8 6.1626ms 
